FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,sexe
Royston Wee,5' 7",135 lbs.,67",Orthodox,1986-11-15,M
Darian Weeks,5' 11",170 lbs.,72",Orthodox,1993-11-23,M
Joshua Weems,5' 8",135 lbs.,69",Orthodox,1994-05-05,M
Daniel Weichel,5' 10",145 lbs.,70",,1984-11-22,M
Chris Weidman,6' 2",185 lbs.,78",Orthodox,1984-06-17,M
Mark Weir,6' 2",185 lbs.,--,Southpaw,1967-09-19,M
Christian Wellisch,6' 2",234 lbs.,77",Orthodox,1975-09-13,M
Jeremiah Wells,5' 9",170 lbs.,74",Switch,1986-10-30,M
Fabricio Werdum,6' 4",231 lbs.,77",Orthodox,1977-07-30,M
Mike Wessel,6' 0",260 lbs.,--,Orthodox,1977-12-02,M
Dustin West,5' 11",170 lbs.,--,,,M
Sheldon Westcott,6' 1",170 lbs.,71",Southpaw,1984-08-20,M
Aaron Wetherspoon,--,170 lbs.,--,,,M
Coty Wheeler,5' 6",135 lbs.,67",Orthodox,1978-10-11,M
Vernon White,6' 0",205 lbs.,--,Southpaw,1971-12-03,M
Steve White,5' 11",175 lbs.,--,,,M
Alex White,6' 0",155 lbs.,71",Southpaw,1988-10-22,M
Craig White,6' 2",170 lbs.,76",Orthodox,1990-07-01,M
Patrik White,6' 0",155 lbs.,72",Orthodox,1993-06-11,M
Robert Whiteford,5' 9",145 lbs.,69",Southpaw,1983-04-12,M
Mike Whitehead,6' 1",205 lbs.,--,Orthodox,1981-06-29,M
Garett Whiteley,6' 0",155 lbs.,72",Orthodox,1980-12-13,M
Mitch Whitesel,5' 9",185 lbs.,--,,1981-07-12,M
Emily Whitmire,5' 5",125 lbs.,63",Orthodox,1991-05-24,F
Robert Whittaker,6' 0",185 lbs.,73",Orthodox,1990-12-20,M
Adam Wieczorek,6' 5",250 lbs.,81",Orthodox,1992-02-05,M
Orlando Wiet,5' 10",170 lbs.,--,Southpaw,,M
Jonathan Wiezorek,6' 3",250 lbs.,--,Southpaw,1978-02-10,M
Justin Wilcox,5' 6",155 lbs.,--,Orthodox,1979-03-12,M
Joe Wilk,5' 9",145 lbs.,--,,1982-04-12,M
Aaron Wilkinson,5' 10",155 lbs.,--,,1987-01-31,M
Mike Wilkinson,5' 7",145 lbs.,66",Orthodox,1987-09-15,M
Rob Wilkinson,6' 3",185 lbs.,80",Orthodox,1992-02-22,M
James Wilks,6' 1",170 lbs.,75",Orthodox,1978-05-04,M
Tedd Williams,6' 1",275 lbs.,--,Orthodox,1969-12-19,M
Pete Williams,6' 3",235 lbs.,--,Orthodox,1975-07-10,M
Rubin Williams,6' 1",185 lbs.,--,Orthodox,1976-04-09,M
Carter Williams,6' 1",265 lbs.,--,Orthodox,,M
Patrick Williams,5' 8",135 lbs.,73",Orthodox,1981-09-07,M
Tim Williams,6' 2",185 lbs.,76",Orthodox,1986-07-03,M
Jordan Williams,6' 1",185 lbs.,75",Southpaw,1990-10-13,M
Cole Williams,6' 0",170 lbs.,73",Orthodox,1983-12-15,M
Khaos Williams,6' 0",170 lbs.,77",Orthodox,1994-03-30,M
Karl Willis,--,--,--,,,M
Justin Willis,6' 1",264 lbs.,78",Southpaw,1987-07-19,M
Chris Wilson,6' 1",170 lbs.,75",Orthodox,1977-06-07,M
Greg Wilson,--,155 lbs.,--,,1988-10-02,M
Jonathan Wilson,6' 2",205 lbs.,75",Southpaw,1987-07-17,M
Sean Wilson,5' 8",145 lbs.,--,,1982-10-20,M
Matt Wiman,5' 10",155 lbs.,68",Orthodox,1983-09-19,M
Eddie Wineland,5' 7",135 lbs.,69",Orthodox,1984-06-26,M
Deron Winn,5' 6",185 lbs.,70",Orthodox,1989-06-13,M
Andre Winner,5' 11",155 lbs.,73",Orthodox,1981-11-09,M
Eric Wisely,5' 8",145 lbs.,--,Southpaw,1984-07-25,M
Keith Wisniewski,6' 0",170 lbs.,--,Orthodox,1981-10-25,M
Jason Witt,5' 10",170 lbs.,70",Orthodox,1986-11-07,M
Travis Wiuff,6' 3",205 lbs.,--,Orthodox,1978-03-15,M
Ray Wizard,--,--,--,,,M
Danyelle Wolf,5' 11",145 lbs.,70",Orthodox,1983-09-08,F
Brandon Wolff,5' 9",170 lbs.,--,Orthodox,1975-10-18,M
Xue Do Won,5' 7",165 lbs.,--,,,M
Joanne Wood,5' 6",125 lbs.,65",Orthodox,1985-12-23,F
Nathaniel Wood,5' 6",135 lbs.,69",Orthodox,1993-05-08,M
Tyron Woodley,5' 9",170 lbs.,74",Orthodox,1982-04-07,M
Salvador Woods,5' 11",170 lbs.,--,,1985-02-05,M
Sean Woodson,6' 2",145 lbs.,78",Orthodox,1992-06-07,M
Cal Worsham,5' 11",230 lbs.,--,Orthodox,,M
Hunter Worsham,--,185 lbs.,--,,,M
Khama Worthy,5' 11",155 lbs.,74",Orthodox,1986-10-15,M
Eric Wray,6' 0",170 lbs.,--,Orthodox,,M
Justin Wren,6' 2",265 lbs.,--,Orthodox,1987-04-27,M
JW Wright,--,130 lbs.,--,,1976-01-12,M
Chris Wright,--,--,--,,,M
Jordan Wright,6' 2",185 lbs.,77",Orthodox,1991-10-07,M
Marcin Wrzosek,5' 9",155 lbs.,--,,1987-10-14,M
Wu Yanan,5' 8",135 lbs.,66",Orthodox,1996-04-18,F
Rubens Xavier,6' 3",220 lbs.,--,Orthodox,,M
Xiao Long,5' 8",135 lbs.,66",Orthodox,1998-04-13,M
Xie Bin,5' 10",145 lbs.,72",Orthodox,1998-02-28,M
Jamie Yager,6' 1",185 lbs.,--,Orthodox,1983-11-29,M
Eddie Yagin,5' 7",145 lbs.,--,Orthodox,1979-03-23,M
Rani Yahya,5' 6",135 lbs.,67",Orthodox,1984-09-12,M
Alexander Yakovlev,6' 3",155 lbs.,74",Southpaw,1984-07-18,M
Keiichiro Yamamiya,5' 11",185 lbs.,--,Southpaw,1972-07-12,M
Kenichi Yamamoto,6' 0",170 lbs.,--,Orthodox,1976-07-11,M
Yoshihisa Yamamoto,6' 2",220 lbs.,--,Southpaw,1970-07-04,M
Atsushi Yamamoto,5' 6",139 lbs.,--,Orthodox,1980-10-02,M
Norifumi Yamamoto,5' 4",135 lbs.,66",Southpaw,1977-03-15,M
Hiroko Yamanaka,5' 11",135 lbs.,--,,1978-10-24,F
Goiti Yamauchi,5' 10",145 lbs.,--,,1993-01-05,M
Takeshi Yamazaki,5' 8",139 lbs.,--,Southpaw,,M
Yan Xiaonan,5' 5",115 lbs.,63",Orthodox,1989-06-16,F
Petr Yan,5' 7",135 lbs.,67",Switch,1993-02-11,M
Yan Qihui,5' 3",125 lbs.,62",Orthodox,1996-10-01,F
Adam Yandiev,5' 9",185 lbs.,74",Orthodox,1988-08-07,M
Adrian Yanez,5' 7",135 lbs.,70",Orthodox,1993-11-29,M
Dongi Yang,5' 10",185 lbs.,73",Southpaw,1984-12-07,M
Jianping Yang,5' 7",145 lbs.,--,Orthodox,1988-11-27,M
Masutatsu Yano,5' 9",198 lbs.,--,Orthodox,1975-07-11,M
Emmanuel Yarborough,6' 8",770 lbs.,--,Open Stance,1960-09-05,M
Cale Yarbrough,6' 1",185 lbs.,--,Orthodox,1986-12-27,M
Tadao Yasuda,6' 4",310 lbs.,--,Orthodox,1963-10-09,M
Yoshiaki Yatsu,6' 1",165 lbs.,--,Orthodox,1956-07-19,M
Chris Yee,5' 9",185 lbs.,--,,,M
Ashley Yoder,5' 7",115 lbs.,69",Southpaw,1987-10-20,F
Hirotaka Yokoi,5' 11",205 lbs.,--,Orthodox,1978-06-08,M
Kazunori Yokota,5' 8",154 lbs.,--,Orthodox,1978-04-03,M
John Yoo,--,135 lbs.,--,,,M
Sanghoon Yoo,6' 0",155 lbs.,74",Orthodox,1990-01-18,M
Dong Sik Yoon,6' 0",185 lbs.,--,Orthodox,1972-08-24,M
Yoshiyuki Yoshida,5' 11",170 lbs.,70",Southpaw,1974-05-10,M
Hidehiko Yoshida,5' 11",225 lbs.,--,Orthodox,1969-09-03,M
Kaitlin Young,5' 9",135 lbs.,--,Orthodox,1985-09-15,F
Artenus Young,--,205 lbs.,--,,1980-07-16,M
Trenell Young,5' 6",145 lbs.,--,Orthodox,1976-06-19,M
Jason Young,5' 9",145 lbs.,73",Orthodox,1986-06-28,M
Shane Young,5' 8",145 lbs.,72",Orthodox,1993-07-31,M
Shanna Young,5' 7",135 lbs.,65",Orthodox,1991-02-20,F
Besam Yousef,5' 11",170 lbs.,--,Orthodox,1985-03-25,M
Han Ten Yun,5' 11",220 lbs.,--,,,M
Rob Yundt,6' 1",185 lbs.,--,Orthodox,1980-05-05,M
Sodiq Yusuff,5' 9",145 lbs.,71",Orthodox,1993-05-19,M
Gilbert Yvel,6' 2",225 lbs.,77",Orthodox,1976-06-30,M
Luke Zachrich,6' 2",185 lbs.,74",Orthodox,1981-12-19,M
Anton Zafir,5' 11",170 lbs.,--,Orthodox,1987-05-10,M
Aiemann Zahabi,5' 8",135 lbs.,68",Orthodox,1987-11-19,M
Joao Zaiden,--,205 lbs.,--,,1993-03-16,M
Youssef Zalal,5' 10",145 lbs.,72",Switch,1996-09-04,M
Elizeu Zaleski dos Santos,5' 11",170 lbs.,73",Orthodox,1986-12-11,M
Zach Zane,5' 7",145 lbs.,69",Southpaw,1989-12-14,M
Roger Zapata,5' 11",170 lbs.,--,Southpaw,1986-05-09,M
Marius Zaromskis,5' 9",170 lbs.,--,Orthodox,1980-07-30,M
David Zawada,6' 0",170 lbs.,75",Orthodox,1990-08-01,M
Joao Zeferino,5' 11",170 lbs.,--,Orthodox,1986-01-15,M
Daniel Zellhuber,6' 1",155 lbs.,77",Switch,1999-07-07,M
Craig Zellner,6' 2",205 lbs.,--,Orthodox,1976-09-09,M
Roman Zentsov,6' 1",230 lbs.,--,Orthodox,1973-09-10,M
Carlos Zevallos,6' 0",205 lbs.,--,Orthodox,,M
Zhang Tiequan,5' 8",155 lbs.,69",Orthodox,1978-07-25,M
Zhang Lipeng,5' 11",155 lbs.,71",Southpaw,1990-03-10,M
Zhang Weili,5' 4",115 lbs.,63",Switch,1989-08-13,F
Zhang Minyang,--,--,--,,,M
Yao Zhikui,5' 5",125 lbs.,64",Orthodox,1991-02-07,M
Zhalgas Zhumagulov,5' 4",125 lbs.,66",Switch,1988-08-29,M
Fares Ziam,6' 1",155 lbs.,75",Orthodox,1997-03-21,M
Mike Zichelle,--,205 lbs.,--,,,M
James Zikic,6' 2",205 lbs.,--,Orthodox,1977-03-01,M
Errol Zimmerman,6' 3",185 lbs.,--,Orthodox,1986-04-20,M
Cat Zingano,5' 6",145 lbs.,68",Southpaw,1982-07-01,F
Igor Zinoviev,6' 1",199 lbs.,--,Orthodox,,M
Dave Zitanick,--,170 lbs.,--,,1980-03-05,M
Alex Zuniga,--,145 lbs.,--,,,M
George Zuniga,5' 9",185 lbs.,--,,,M
Allan Zuniga,5' 7",155 lbs.,70",Orthodox,1992-04-04,M
Virgil Zwicker,6' 2",205 lbs.,74",,1982-06-26,M
Tatsuro Taira,--,--,--,,2000-01-27,M
Trey Ogden,--,155 lbs.,--,,1989-11-14,M
Josh Fremd,6' 4",185 lbs.,--,,,M
Ramona Pascual,--,135 lbs.,--,,1988-09-23,F
Denis Tiuliulin,--,185 lbs.,--,,1988-05-17,M
Daniel Lacerda,--,125 lbs.,--,Switch,1996-06-05,M
Evan Elder,5' 9",155 lbs.,--,,1997-04-11,M
Charles Johnson,--,125 lbs.,--,,1991-01-10,M
John Adajar,--,170 lbs.,--,,,M
Angga,--,145 lbs.,--,,,M
Balajin,--,155 lbs.,--,,1992-03-31,M
SeungGuk Choi,--,125 lbs.,--,,,M
Wallen Del Rosario,--,125 lbs.,--,,1993-03-18,M
Shaun Etchell,--,125 lbs.,--,,1993-08-05,M
Gugun Gusman,--,135 lbs.,--,,1990-03-03,M
JunYoung Hong,--,145 lbs.,--,,,M
Yuma Horiuchi,--,125 lbs.,--,,1997-09-22,M
Yazmin Jauregui,5' 3",115 lbs.,--,,1999-02-28,F
Asikeerbai Jinensibieke,--,155 lbs.,--,,,M
Anshul Jubli,--,155 lbs.,--,,,M
Toshiomi Kazama,--,135 lbs.,--,,1997-05-15,M
Maimaitituoheti Keremuaili,--,135 lbs.,--,,1991-03-18,M
WonBin Ki,--,155 lbs.,--,,1991-02-11,M
MinWoo Kim,--,135 lbs.,--,,1993-07-21,M
HanSeul Kim,--,170 lbs.,--,,1990-06-19,M
Kyung Pyo Kim,--,155 lbs.,--,,,M
Top Kiwram,--,125 lbs.,--,,1992-08-15,M
Josefine Knutsson,--,115 lbs.,--,,,F
JeongYeong Lee,--,145 lbs.,--,,1995-11-13,M
Lu Kai,--,145 lbs.,--,,1994-03-01,M
Koyomi Matsushima,--,145 lbs.,--,,1992-10-08,M
Ailiya Muratbek,--,155 lbs.,--,,,M
Rinya Nakamura,--,135 lbs.,--,,1995-03-23,M
Shohei Nose,--,135 lbs.,--,,,M
HyunSung Park,--,125 lbs.,--,,,M
Keisuke Sasu,--,145 lbs.,--,,1994-09-30,M
YeDam Seo,--,115 lbs.,--,,1992-03-20,F
Pawan Maan Singh,--,155 lbs.,--,,,M
Jeremia Siregar,--,125 lbs.,--,,,M
Rama Supandhi,--,125 lbs.,--,,,M
Tuco Tokkos,--,205 lbs.,--,,,M
Takeru Uchida,--,125 lbs.,--,,2002-09-30,M
Sho Usami,--,155 lbs.,--,,2000-05-08,M
Yi Zha,--,145 lbs.,--,,1997-01-08,M
Tatsuya Ando,--,135 lbs.,--,,1990-04-26,M
Juan Andres Luna,--,125 lbs.,--,,1995-08-20,M
Farid Basharat,--,135 lbs.,--,,,M
Anvar Boynazarov,--,145 lbs.,--,,1989-01-10,M
Charlie Campbell,--,155 lbs.,--,,1995-07-03,M
Clayton Carpenter,--,125 lbs.,--,,1996-06-04,M
Jack Cartwright,--,135 lbs.,--,,1994-05-26,M
Alessandro Costa,--,125 lbs.,--,,1996-01-28,M
Hailey Cowan,--,135 lbs.,--,,1992-02-12,F
Emilio Cuellar,--,125 lbs.,--,,,M
Acacio Dos Santos,--,205 lbs.,--,,1991-09-29,M
Billy Goff,--,170 lbs.,--,,1998-06-18,M
Denise Gomes,--,125 lbs.,--,,1999-12-30,F
Ahmad Hassanzada,--,155 lbs.,--,,1996-11-20,M
Claudia Leite,--,135 lbs.,--,,1996-11-04,F
Caio Machado,--,145 lbs.,--,,1994-07-20,M
Roshan Mainam,--,135 lbs.,--,,,M
Francis Marshall,--,155 lbs.,--,,1999-03-09,M
Connor Matthews,--,145 lbs.,--,,1992-05-31,M
Eduardo Neves,--,265 lbs.,--,,2000-03-16,M
Ho Taek Oh,--,155 lbs.,--,,1993-07-20,M
Claudio Ribeiro,--,185 lbs.,--,,1992-07-17,M
Esteban Ribovics,--,155 lbs.,--,,,M
Jesus Santos Aguilar,--,125 lbs.,--,,1996-03-13,M
Erik Silva,--,155 lbs.,--,,,M
Danilo Suzart,--,251 lbs.,--,,1991-04-12,M
Ivan Valenzuela,--,185 lbs.,--,,1992-11-17,M
Rayanne Amanda,--,115 lbs.,--,,1995-06-08,F
Rodolfo Bellato,--,205 lbs.,--,,1996-02-05,M
Tereza Bleda,--,115 lbs.,--,,,F
Waldo Cortes-Acosta,--,265 lbs.,--,,1991-10-03,M
Ozzy Diaz,--,185 lbs.,--,,1990-11-22,M
Viktoriia Dudakova,--,115 lbs.,--,,1999-01-26,F
Sedriques Dumas,--,185 lbs.,--,,1995-08-06,M
Stephen Erczeg,--,125 lbs.,--,,1995-07-27,M
Sandra Lavado,--,115 lbs.,--,,1994-05-03,F
Rodrigo Lidio,--,155 lbs.,--,,1989-07-07,M
Nayara Maia,--,125 lbs.,--,,1990-07-25,F
Michael Parkin,--,265 lbs.,--,,1995-10-02,M
Thomas Paull,--,155 lbs.,--,,1994-10-15,M
Matej Penaz,--,185 lbs.,--,,1996-10-14,M
Vitor Petrino,--,205 lbs.,--,,1997-08-28,M
Mateusz Rebecki,--,155 lbs.,--,,1992-11-03,M
Paulo Renato Jr.,--,265 lbs.,--,,1994-01-25,M
Kaleio Romero,--,145 lbs.,--,,1996-04-19,M
Shannon Ross,--,125 lbs.,--,,1989-05-12,M
Nazim Sadykhov,--,155 lbs.,--,,1994-05-16,M
Willian Souza,--,135 lbs.,--,,1986-06-21,M
Oumar Sy,--,205 lbs.,--,,1995-11-21,M
Karolina Wojcik,--,115 lbs.,--,,1994-12-09,F
Jimmy Lawson,--,265 lbs.,--,,1991-11-13,M
Melissa Martinez,--,115 lbs.,--,,,F
Kevin Szaflarski,--,260 lbs.,--,,1994-12-30,M
Daniel Argueta,5' 7",145 lbs.,70",Southpaw,1993-08-13,M
Jeka Saragih,5' 8",155 lbs.,--,Orthodox,1995-01-01,M
Tainara Lisboa,5' 6",135 lbs.,--,,1991-03-02,F
Ailin Perez,5' 5",135 lbs.,--,,1994-10-05,F
Chelsea Chandler,--,145 lbs.,--,,1990-11-23,M
Emily Ducote,--,115 lbs.,--,,1994-01-01,F
Young Hwang,5' 9",135 lbs.,--,,1988-09-02,M
Jinnosuke Kashimura,5' 8",155 lbs.,--,,2001-08-12,M
Tetsuya Seki,5' 10",155 lbs.,--,,1994-02-08,M
Asjabharan,5' 6",135 lbs.,--,,1992-07-31,M
Ikram Aliskerov,6' 0",185 lbs.,--,,1992-12-07,M
Leon Aliu,6' 0",185 lbs.,--,,1989-07-14,M
Bruna Brasil,5' 6",115 lbs.,--,,1993-09-07,F
Roy Echeverria,5' 5",125 lbs.,--,,1995-08-21,M
Bruno Ferreira,5' 8",135 lbs.,--,,1988-05-13,M
Jafel Filho,5' 7",125 lbs.,--,,,M
Marnic Mann,5' 0",115 lbs.,--,,,F
Joao Elias,5' 3",135 lbs.,--,,1995-01-08,M
Rafael Estevam,5' 8",125 lbs.,--,,1996-08-10,M
Richard Jacobi,--,265 lbs.,--,,,M
Darrius Flowers,5' 9",170 lbs.,--,,1994-08-25,M
Amiran Gogoladze,6' 0",170 lbs.,--,,1997-12-09,M
Josh Kim,5' 9",135 lbs.,--,,1992-11-16,M
Cameron Saaiman,--,135 lbs.,--,,,M
Hamdy Abdelwahab,6' 2",261 lbs.,--,,1993-01-22,M
Zachary Borrego,6' 2",185 lbs.,--,,,M
Bo Nickal,6' 1",185 lbs.,--,,1996-01-14,M
Nariman Abbasov,5' 8",155 lbs.,--,,1994-02-01,M
Gabriel Bonfim,6' 0",170 lbs.,--,,1997-08-20,M
Ismael Bonfim,5' 8",155 lbs.,--,,1995-12-28,M
Edgar Chairez,5' 7",135 lbs.,--,,1996-01-27,M
Felix Klinkhammer,6' 0",170 lbs.,--,,,M
Garrett Armfield,5' 6",145 lbs.,70",Orthodox,1996-10-09,M
Juliana Miller,5' 7",125 lbs.,--,,1996-05-07,F
Mohammed Usman,6' 2",239 lbs.,--,,1989-04-01,M
Brogan Walker,5' 4",125 lbs.,--,,1989-08-02,F
Blake Bilder,5' 8",145 lbs.,--,,1990-07-12,M
Jose Henrique,6' 4",185 lbs.,--,,,M
Yusaku Kinoshita,6' 0",170 lbs.,--,,2000-08-21,M
Alex Morgan,5' 10",145 lbs.,--,,1991-05-14,M
Iasmin Lucindo,5' 3",125 lbs.,--,,2002-01-08,F
Zac Pauga,6' 0",205 lbs.,--,,1988-02-25,M
Adam Fugitt,6' 1",170 lbs.,--,Southpaw,1989-01-12,M
Cedric Doumbe,5' 10",170 lbs.,--,,1992-08-13,M
Da'Mon Blackshear,--,145 lbs.,--,,1994-08-12,M
Tamires Vidal,5' 5",135 lbs.,--,,1998-07-27,F
Donovan Beard,6' 2",185 lbs.,--,,,M
Ashiek Ajim,--,135 lbs.,--,,,M
Allan Begosso,5' 4",135 lbs.,--,,1995-11-23,M
Vinicius Cenci,--,155 lbs.,--,,1995-11-24,M
Freddy Emiliano Linares,--,145 lbs.,--,,1997-04-21,M
Mando Gutierrez,5' 6",135 lbs.,--,,1997-02-24,M
Jack Jenkins,5' 7",145 lbs.,--,,,M
Daniel Marcos,5' 7",135 lbs.,--,,1993-03-07,M
Mateus Mendonca,5' 6",135 lbs.,--,,1999-01-17,M
Gabriel Miranda,5' 11",145 lbs.,--,,1990-03-25,M
Sam Patterson,6' 4",155 lbs.,--,,1996-04-30,M
Raul Rosas Jr.,5' 9",135 lbs.,--,,2004-10-08,M
Michal Figlak,5' 10",155 lbs.,--,,1996-08-15,M
Themba Gorimbo,6' 0",170 lbs.,--,,,M
Malik Lewis,6' 0",155 lbs.,--,,,M
Nurullo Aliev,--,155 lbs.,--,,,M
Nair Melikyan,5' 6",155 lbs.,--,,1997-08-08,M
Trevor Peek,5' 9",170 lbs.,--,,1995-01-09,M
Trey Waters,6' 5",170 lbs.,--,,1995-02-21,M
Jarno Errens,5' 11",145 lbs.,--,,1994-11-17,M
William Gomis,--,145 lbs.,--,,1997-06-13,M
Karl Williams,6' 3",205 lbs.,--,,1990-01-06,M
Irina Alekseeva,5' 8",135 lbs.,--,,1990-06-27,F
Slim Trabelsi,6' 3",235 lbs.,--,,1993-05-09,M
Don Shainis,5' 6",145 lbs.,--,,1990-09-16,M
Josh Wick,5' 9",155 lbs.,--,Switch,1994-10-04,M
Jaqueline Amorim,5' 3",115 lbs.,--,,1995-06-24,F
Yamato Nishikawa,5' 7",170 lbs.,--,,2002-12-06,M
Lucas Alexander,5' 10",145 lbs.,--,,1995-07-28,M
Gian Siqueira,--,170 lbs.,--,,1994-06-23,M
Samandar Murodov,--,170 lbs.,--,,1999-08-28,M
Carlos Mota,5' 6",125 lbs.,--,,1995-04-15,M
Gabriella Fernandes,5' 6",125 lbs.,--,,1993-08-13,F
Isaac Dulgarian,--,145 lbs.,--,,1996-07-04,M
Yanal Ashmoz,--,155 lbs.,--,,,M
Gaston Bolanos,--,145 lbs.,--,,1992-09-14,M
Steven Koslow,--,125 lbs.,--,,,M
Luan Lacerda,5' 7",135 lbs.,--,,1993-01-07,M
Nick Fiore,5' 11",155 lbs.,--,,1997-12-10,M
Shara Magomedov,6' 2",170 lbs.,--,,1994-05-16,M
Melquizael Costa,5' 10",155 lbs.,--,,1996-09-14,M
Francisco Prado,5' 10",155 lbs.,--,,2002-06-16,M
Nick Aguirre,5' 9",145 lbs.,--,,1996-01-15,M
Christian Duncan,6' 2",185 lbs.,--,,1995-07-24,M
Elves Brenner,5' 9",155 lbs.,--,,1997-09-27,M
Rolando Bedoya,--,170 lbs.,--,,1997-01-13,M
Carl Deaton,5' 6",155 lbs.,--,,1989-11-24,M
Loik Radzhabov,--,155 lbs.,--,Orthodox,1990-09-17,M
Mark Climaco,--,125 lbs.,--,,1997-11-06,M
Ji Niushiyue,--,125 lbs.,--,,,M
Sumit Kumar,--,135 lbs.,--,,2000-09-09,M
Jung Hyun Lee,--,125 lbs.,--,,2002-09-10,M
Billy Pasulatan,--,125 lbs.,--,,,M
Ronal Siahaan,--,125 lbs.,--,,,M
Rei Tsuruya,--,125 lbs.,--,,2002-06-22,M
Gabriel Santos,--,145 lbs.,--,,1996-11-28,M
Reza Arianto,--,155 lbs.,--,,,M
Abdul Azeem Badakhshi,--,145 lbs.,--,,,M
Bahatebole Batebolati,--,170 lbs.,--,,1997-09-12,M
Eperaim Ginting,--,145 lbs.,--,,,M
Shin Haraguchi,--,155 lbs.,--,,1998-11-27,M
Sung Chan Hong,--,155 lbs.,--,,,M
Baergeng Jieleyisi,--,145 lbs.,--,,,M
Shuya Kamikubo,--,145 lbs.,--,,1995-04-12,M
Kouya Kanda,--,--,--,,1995-12-20,M
Sang Uk Kim,--,--,--,,,M
Chang Ho Lee,--,125 lbs.,--,,1994-05-09,M
Li Kaiwen,--,145 lbs.,--,,1995-10-16,M
Kazuma Maruyama,--,170 lbs.,--,,1992-07-19,M
Wendris Patilima,--,170 lbs.,--,,,M
Rana Rudra Pratap Singh,--,145 lbs.,--,,,M
Joshua Van,--,125 lbs.,--,,2001-10-10,M
Yibugele,--,155 lbs.,--,,,M
Daermisi Zhawupasi,--,135 lbs.,--,,,M
Sang Won Kim,--,145 lbs.,--,,,M
Taiyilake Nueraji,--,170 lbs.,--,,,M
Peter Danesoe,--,135 lbs.,--,,2000-09-01,M
Chris Hofmann,--,170 lbs.,--,,1989-11-18,M
Sim Kai Xiong,--,135 lbs.,--,,1997-09-06,M
Nyamjargal Tumendemberel,--,125 lbs.,--,,1998-03-22,M
Assu Almabayev,--,125 lbs.,--,,1994-01-25,M
Azat Maksum,--,125 lbs.,--,,1995-02-02,M
Braxton Smith,--,257 lbs.,--,,1990-01-01,M
Eli Aronov,--,185 lbs.,--,,1996-06-06,M
Felipe dos Santos,--,125 lbs.,--,,2000-09-11,M
Zach Reese,--,185 lbs.,--,,1994-03-24,M
Isis Verbeek,--,115 lbs.,--,,1995-01-12,F
Ivana Petrovic,--,125 lbs.,--,,1994-06-11,F
Marcus McGhee,--,135 lbs.,--,,1990-05-07,M
Chandler Cole,--,--,--,,1995-01-09,M
Eduarda Moura,--,115 lbs.,--,,1994-02-28,F
Thomas Petersen,--,255 lbs.,--,,1995-03-30,M
Janaina Silva,--,115 lbs.,--,,1992-02-16,F
Marco Tulio,--,185 lbs.,--,,1994-08-30,M
Val Woodburn,--,185 lbs.,--,,1993-08-10,M
Bogdan Grad,--,155 lbs.,--,,,M
Tom Nolan,--,155 lbs.,--,,2000-03-08,M
Ketlen Souza,--,125 lbs.,--,,1994-08-18,F
Payton Talbott,--,135 lbs.,--,,,M
Cesar Almeida,--,185 lbs.,--,,1988-03-23,M
Kevin Borjas,--,125 lbs.,--,,,M
Stephen Erceg,--,125 lbs.,--,,1995-07-27,M
Lucas Fernando,--,185 lbs.,--,,,M
Wuziazibieke Jiahefu,--,145 lbs.,--,,,M
Feng Pengchao,--,135 lbs.,--,,,M
Junye Gao,--,125 lbs.,--,,,M
Lu Zhengyong,--,125 lbs.,--,,,M
Patricia Alujas,--,115 lbs.,--,,,F
Felipe Bunes,--,125 lbs.,--,,1989-10-26,M
Jhonata Deniz,--,--,--,,,M
Raine Guerrero,--,115 lbs.,--,,1992-05-13,F
Chad Hanekom,--,185 lbs.,--,,,M
Corinne Laframboise,--,125 lbs.,--,,,F
Bruno Lopes,--,205 lbs.,--,,1993-04-24,M
Brendson Ribeiro,--,205 lbs.,--,,1996-08-09,M
Cameron Rowston,--,185 lbs.,--,,1995-01-19,M
Stephanie Bruna,--,115 lbs.,--,,1999-12-16,F
Igor Da Silva,--,125 lbs.,--,,2003-04-21,M
Shamil Gaziev,--,--,--,,,M
Fabiola Pidroni,--,115 lbs.,--,,1994-01-04,F
Jhonata Silva,--,125 lbs.,--,,1997-04-24,M
Greg Velasco,--,--,--,,1993-09-23,M
Cyborg Abreu,--,--,--,,1980-12-20,M
Hyder Amil,--,145 lbs.,--,,1990-05-28,M
Fellipe Andrew,--,--,--,,1994-10-24,M
Gabriel Arges,--,170 lbs.,--,,1993-01-29,M
Roman Bravo-Young,--,205 lbs.,--,,,M
Charalampos Grigoriou,--,135 lbs.,--,,1992-03-31,M
Craig Jones,--,205 lbs.,--,,1991-07-17,M
Dan Manasoiu,--,--,--,,,M
Nick Meregali,--,--,--,,,M
Fedor Nikolov,--,--,--,,,M
Felipe Pena,--,--,--,,1991-10-19,M
Haisam Rida,--,--,--,,1993-07-25,M
Cameron Smotherman,--,135 lbs.,--,,,M
Emrah Sonmez,--,145 lbs.,--,,,M
Kaik Brito,--,155 lbs.,--,,1997-03-26,M
Timothy Cuamba,--,145 lbs.,--,,,M
Oban Elliott,--,170 lbs.,--,,,M
George Hardwick,--,155 lbs.,--,,1996-12-06,M
Tobias Harila,--,--,--,,1994-01-13,M
Bolaji Oki,--,155 lbs.,--,,1995-11-15,M
Luis Pajuelo,--,145 lbs.,--,,1994-12-12,M
Pedro Rocha,--,--,--,,,M
